laptop_id,full_name_with_specs,link_profile,full_name,producer,model,cpu,cpu_mark,gpu,disc,ram,ram_tech,display_size,display_resolution,display_hz,display_tech,weight,hdmi_version,wifi_version,bluetooth_version,webcam_resolution,microphone_count,publishing_date,price_in_dollar,review_link,amazon_link,dimensions,ethernet,fingerprint_reader,service_rank,service_level
257,"HP EliteBook 840 G5ProcessorIntel Core i5-8350UInternal memory8GB RAMVideo cardIntel UHD Graphics 620Display14.0”, Full HD (1920 x 1080), IPSSolid-state drive256GB SSD",https://laptopmedia.com/laptop-specs/hp-elitebook-840-g5-109/,HP EliteBook 840 G5,HP,EliteBook840G5,Intel Core i5-8350U,6220,Intel UHD Graphics 620,256GB SSD,8GB,,14.0”, Full HD (1920 x 1080),, IPS,"326 x 234 x 17.9 mm (12.83"" x 9.21"" x 0.70"")",1.4b,802.11ac,4.2,720p,3x Microphones,14.01.2020,,,,,"10, 100, 1000 Mbit/s",,9,63/100
258,"Dell Latitude 7490ProcessorIntel Core i7-8650UInternal memory16GB RAMVideo cardIntel UHD Graphics 620Display14.0”, Full HD (1920 x 1080), IPSSolid-state drive256GB SSD",https://laptopmedia.com/laptop-specs/dell-latitude-7490-45/,Dell Latitude 7490,Dell,Latitude7490,Intel Core i7-8650U,6295,Intel UHD Graphics 620,256GB SSD,16GB,,14.0”, Full HD (1920 x 1080),, IPS,1.40 kg (3.1 lbs),1.4,,,720p,2x Microphones,12.08.2020,,,,,"10, 100, 1000 Mbit/s",,4,80/100
259,"Lenovo ThinkPad E15 Gen 2 (AMD)ProcessorAMD Ryzen 5 4500UInternal memory8GB RAMVideo cardAMD Radeon RX Vega 6 (R4000/5000, 15W)Display15.6”, Full HD (1920 x 1080), TNSolid-state drive256GB SSD",https://laptopmedia.com/laptop-specs/lenovo-thinkpad-e15-gen-2-amd-9/,Lenovo ThinkPad E15 Gen 2 (AMD),Lenovo,ThinkPadE15Gen2(AMD),AMD Ryzen 5 4500U,11013,"AMD Radeon RX Vega 6 (R4000/5000, 15W)",256GB SSD,8GB,3200MHz,15.6”, Full HD (1920 x 1080),, TN,2.0,1.4b,802.11ac/ax,5.0,720p,2x Microphones,14.08.2020,,,,,"10, 100, 1000 Mbit/s",,3,85/100
260,"HP ENVY X360 15 (15-ee0023dx)ProcessorAMD Ryzen 7 4700UInternal memory8GB RAMVideo cardAMD Radeon RX Vega 7 (R4000/5000, 15W)Display15.6”, Full HD (1920 x 1080), IPSSolid-state drive512GB SSD",https://laptopmedia.com/laptop-specs/hp-envy-x360-15-15-ee0023dx/,HP ENVY X360 15 (15-ee0023dx),HP,ENVYX36015(15-ee0023dx),AMD Ryzen 7 4700U,13464,"AMD Radeon RX Vega 7 (R4000/5000, 15W)",512GB SSD,8GB,"DDR4,3200MHz",15.6”, Full HD (1920 x 1080),, IPS,,,802.11ax,5.0,720p,2x Microphones,14.08.2020,,,,,,Fingerprint reader,9,63/100
261,"HP 15ProcessorAMD Ryzen 5 5500UInternal memory8GB RAMVideo cardAMD Radeon RX Vega 7 (R4000/5000, 15W)Display15.6”, Full HD (1920 x 1080), TNSolid-state drive256GB SSD",https://laptopmedia.com/laptop-specs/hp-15-10121/,HP 15,HP,15,AMD Ryzen 5 5500U,13159,"AMD Radeon RX Vega 7 (R4000/5000, 15W)",256GB SSD,8GB,,15.6”, Full HD (1920 x 1080),, TN,3.2 Gen 1 (5 Gbps),1.4b,802.11ac,4.2,720p,2x Microphones,09.06.2022,$445.00,https://laptopmedia.com/review/hp-15s-15s-eq0000-review-really-wants-to-be-your-daily-driver/,https://www.amazon.com/exec/obidos/ASIN/B0B3F4ZM3F?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,,,,9,63/100
262,"MSI GF65 ThinProcessorIntel Core i5-9300HInternal memory16GB RAMVideo cardNVIDIA GeForce GTX 1660 Ti (Laptop)Display15.6”, Full HD (1920 x 1080), 120 Hz, IPSSolid-state drive512GB SSD",https://laptopmedia.com/laptop-specs/msi-gf65-thin-1736/,MSI GF65 Thin,MSI,GF65Thin,Intel Core i5-9300H,7645,NVIDIA GeForce GTX 1660 Ti (Laptop),512GB SSD,16GB,,15.6”, Full HD (1920 x 1080), 120 Hz,,3.2 Gen 2 (10 Gbps),,802.11ac,5.0,720p,,22.01.2023,,,,,,Fingerprint reader,10,44/100
263,"Lenovo ThinkPad P14s Gen 3ProcessorIntel Core i7-1270PInternal memory32GB RAMVideo cardNVIDIA Quadro T550Display14.0”, 4K UHD (3840 x 2400), IPSSolid-state drive1000GB SSD",https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p14s-gen-3-43/,Lenovo ThinkPad P14s Gen 3,Lenovo,ThinkPadP14sGen3,Intel Core i7-1270P,17578,NVIDIA Quadro T550,1000GB SSD,32GB,,14.0”, 4K UHD (3840 x 2400),, IPS,"317.7 x 227.36 x 17.9 - 17.95 mm (12.51"" x 8.95"" x 0.70"")",2.0,802.11ax,5.1,720p / 1080p,2x Microphones,29.01.2023,$2484.95,https://laptopmedia.com/review/lenovo-thinkpad-p14s-gen-3/,https://www.amazon.com/exec/obidos/ASIN/B0BT553519?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,,"10, 100, 1000 Mbit/s",,3,85/100
264,"Dell Precision 7540ProcessorIntel Core i9-9980HKInternal memory64GB RAMVideo cardNVIDIA Quadro RTX 3000 (6GB GDDR6)Display15.6”, 4K UHD (3840 x 2160), IPSSolid-state drive2000GB SSD",https://laptopmedia.com/laptop-specs/dell-precision-7540-4/,Dell Precision 7540,Dell,Precision7540,Intel Core i9-9980HK,14269,NVIDIA Quadro RTX 3000 (6GB GDDR6),2000GB SSD,64GB,"DDR4,2666MHz",15.6”, 4K UHD (3840 x 2160),, IPS,3.2 Gen 1 (5 Gbps),2.0,802.11ac,,720p,,15.01.2020,,,,,,Fingerprint reader,4,80/100
265,"MSI Modern 14ProcessorIntel Core i3-1215UInternal memory8GB RAMVideo cardIntel UHD Graphics (Alder Lake, 64EU)Display14.0”, Full HD (1920 x 1080), IPSSolid-state drive1000GB SSD",https://laptopmedia.com/laptop-specs/msi-modern-14-1129/,MSI Modern 14,MSI,Modern14,Intel Core i3-1215U,11042,"Intel UHD Graphics (Alder Lake, 64EU)",1000GB SSD,8GB,,14.0”, Full HD (1920 x 1080),, IPS,"319.9 x 223 x 19.35 mm (12.59"" x 8.78"" x 0.76"")",2.0,802.11ax,5.2,720p,,14.09.2022,,,,,,Fingerprint reader,10,44/100
266,"Samsung Chromebook 3 XE501ProcessorIntel Celeron N3060Internal memory4GB RAMVideo cardIntel HD Graphics 400 (Braswell)Display11.6”, HD (1366 x 768), TNSolid-state drive32GB SSD",https://laptopmedia.com/laptop-specs/samsung-chromebook-3-xe501-14/,Samsung Chromebook 3 XE501,Samsung,Chromebook3XE501,Intel Celeron N3060,658,Intel HD Graphics 400 (Braswell),32GB SSD,4GB,RAM,11.6”, HD (1366 x 768),, TN,3.2 Gen 1 (5 Gbps),,802.11ac,4.0,,,28.10.2020,,,,,,,8,67/100
267,"Lenovo ThinkPad T14s Gen 2ProcessorAMD Ryzen 7 5850UInternal memory16GB RAMVideo cardAMD Radeon RX Vega 8 (R4000/5000, 15W)Display14.0”, Full HD (1920 x 1080), IPSSolid-state drive1000GB SSD",https://laptopmedia.com/laptop-specs/lenovo-thinkpad-t14s-gen-2-108/,Lenovo ThinkPad T14s Gen 2,Lenovo,ThinkPadT14sGen2,AMD Ryzen 7 5850U,17173,"AMD Radeon RX Vega 8 (R4000/5000, 15W)",1000GB SSD,16GB,,14.0”, Full HD (1920 x 1080),, IPS,3.2 Gen 1 (5 Gbps),2.0,802.11ax,5.2,720p,2x Microphones,22.11.2022,,,,,"10, 100, 1000 Mbit/s",Fingerprint reader,3,85/100
268,"Dell Precision 3470ProcessorIntel Core i7-1260PInternal memory16GB RAMVideo cardNVIDIA Quadro T550Display14.0”, Full HD (1920 x 1080), IPSSolid-state drive512GB SSD",https://laptopmedia.com/laptop-specs/dell-precision-3470-7/,Dell Precision 3470,Dell,Precision3470,Intel Core i7-1260P,17211,NVIDIA Quadro T550,512GB SSD,16GB,,14.0”, Full HD (1920 x 1080),, IPS,3.2 Gen 1 (5 Gbps),2.0,802.11ax,5.2,720p / 1080p,2x Microphones,23.11.2022,,,,,"10, 100, 1000 Mbit/s",,4,80/100
269,"Lenovo ThinkPad L13 Gen 3ProcessorIntel Core i5-1235UInternal memory16GB RAMVideo cardIntel Iris Xe Graphics G7 (80EU)Display13.3”, WUXGA (1920 x 1200), IPSSolid-state drive256GB SSD",https://laptopmedia.com/laptop-specs/lenovo-thinkpad-l13-gen-3-13/,Lenovo ThinkPad L13 Gen 3,Lenovo,ThinkPadL13Gen3,Intel Core i5-1235U,13600,Intel Iris Xe Graphics G7 (80EU),256GB SSD,16GB,,13.3”, WUXGA (1920 x 1200),, IPS,3.2 Gen 1 (5 Gbps),2.0,802.11ax,5.1,720p / 1080p,2x Microphones,25.11.2022,,,,,,Fingerprint reader,3,85/100
270,"Lenovo ThinkPad T14s Gen 3ProcessorAMD Ryzen 7 PRO 6850UInternal memory16GB RAMVideo cardAMD Radeon 680MDisplay14.0"", FHD+ (1920 x 1200), IPSSolid-state drive2000GB SSD",https://laptopmedia.com/laptop-specs/lenovo-thinkpad-t14s-gen-3-21/,Lenovo ThinkPad T14s Gen 3,Lenovo,ThinkPadT14sGen3,AMD Ryzen 7 PRO 6850U,20862,AMD Radeon 680M,2000GB SSD,16GB,,"14.0""", Full HD + (1920 x 1200),, IPS,3.2 Gen 1 (5 Gbps),2.0,802.11ax,5.2,720p / 1080p,2x Microphones,01.12.2022,,,,,,Fingerprint reader,3,85/100
271,"Dell Inspiron 5425ProcessorAMD Ryzen 7 5825UInternal memory8GB RAMVideo cardAMD Radeon RX Vega 8 (R4000/5000, 15W)Display14.0"", FHD+ (1920 x 1200), IPSSolid-state drive512GB SSD",https://laptopmedia.com/laptop-specs/dell-inspiron-5425-12/,Dell Inspiron 5425,Dell,Inspiron5425,AMD Ryzen 7 5825U,18414,"AMD Radeon RX Vega 8 (R4000/5000, 15W)",512GB SSD,8GB,,"14.0""", Full HD + (1920 x 1200),, IPS,3.2 Gen 1 (5 Gbps),1.4,802.11ax,5.2,1080p,2x Microphones,11.12.2022,,,,,,,4,80/100
272,"Lenovo ThinkPad X1 Nano Gen 1ProcessorIntel Core i7-1160G7Internal memory16GB RAMVideo cardIntel Iris Xe Graphics G7 (96EU)Display13.0"", WQHD (2160 x 1350), IPSSolid-state drive512GB SSD",https://laptopmedia.com/laptop-specs/lenovo-thinkpad-x1-nano-gen-1-28/,Lenovo ThinkPad X1 Nano Gen 1,Lenovo,ThinkPadX1NanoGen1,Intel Core i7-1160G7,9173,Intel Iris Xe Graphics G7 (96EU),512GB SSD,16GB,,"13.0""", WQHD (2160 x 1350),, IPS,"292.8 x 207.7 x 13.8 ~ 17.2 mm (11.53"" x 8.18"" x 0.54"")",,802.11ax,5.2,720p,4x Microphones,13.12.2022,,,,,,Fingerprint reader,3,85/100
273,"ASUS TUF Dash F15ProcessorIntel Core i7-12650HInternal memory32GB RAMVideo cardNVIDIA GeForce RTX 3070 (Laptop, 105W)Display15.6”, Full HD (1920 x 1080), 144 Hz, IPSSolid-state drive1000GB SSD",https://laptopmedia.com/laptop-specs/asus-tuf-dash-f15-896/,ASUS TUF Dash F15,ASUS,TUFDashF15,Intel Core i7-12650H,23461,"NVIDIA GeForce RTX 3070 (Laptop, 105W)",1000GB SSD,32GB,,15.6”, Full HD (1920 x 1080), 144 Hz,,"354 x 251 x 19.9 - 20.7 mm (13.94"" x 9.88"" x 0.78"")",2.0b,802.11ax,5.2,720p,1x Microphone,06.01.2023,,,,,,Fingerprint reader,5,80/100
274,"ASUS TUF Gaming F15 FX506ProcessorIntel Core i7-10870HInternal memory16GB RAMVideo cardNVIDIA GeForce GTX 1660 Ti (Laptop)Display15.6”, Full HD (1920 x 1080), 144 Hz, IPSSolid-state drive512GB SSD",https://laptopmedia.com/laptop-specs/asus-tuf-gaming-f15-fx506-307/,ASUS TUF Gaming F15 FX506,ASUS,TUFGamingF15FX506,Intel Core i7-10870H,14633,NVIDIA GeForce GTX 1660 Ti (Laptop),512GB SSD,16GB,2933MHz,15.6”, Full HD (1920 x 1080), 144 Hz,,"359.8 x 256 x 24.7 ~ 24.9 mm (14.17"" x 10.08"" x 0.97"")",2.0b,802.11ax,5.0,720p,,17.08.2021,,,,,,Fingerprint reader,5,80/100
275,"Acer Predator Triton 500ProcessorIntel Core i7-10750HInternal memory32GB RAMVideo cardNVIDIA GeForce RTX 2070 SUPER Max-QDisplay15.6”, Full HD (1920 x 1080), 300 Hz, IPSSolid-state drive1000GB SSD",https://laptopmedia.com/laptop-specs/acer-predator-triton-500-35/,Acer Predator Triton 500,Acer,PredatorTriton500,Intel Core i7-10750H,12027,NVIDIA GeForce RTX 2070 SUPER Max-Q,1000GB SSD,32GB,,15.6”, Full HD (1920 x 1080), 300 Hz,,,,,,,,16.08.2021,,,,"359 x 255 x 17.8 mm (14.13"" x 10.04"" x 0.70"")",,Fingerprint reader,7,73/100
276,"Dell XPS 9510ProcessorIntel Core i7-11800HInternal memory32GB RAMVideo cardNVIDIA GeForce RTX 3050 Ti (Laptop)Display15.6”, FHD+ (1920 x 1200), IPSSolid-state drive512GB SSD",https://laptopmedia.com/laptop-specs/dell-xps-9510-79/,Dell XPS 9510,Dell,XPS9510,Intel Core i7-11800H,20772,NVIDIA GeForce RTX 3050 Ti (Laptop),512GB SSD,32GB,"DDR4,3200MHz",15.6”, Full HD + (1920 x 1200),, IPS,"344.40 x 230.30 x 7.70 ~ 18.00 mm (13.56"" x 9.07"" x 0.30"")",,802.11ax,5.1,720p,x Microphones,20.12.2021,$1799.00,https://laptopmedia.com/review/dell-xps-15-9510/,https://www.amazon.com/exec/obidos/ASIN/B09NL8L2CZ?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,,,Fingerprint reader,4,80/100
277,"Acer Nitro 5ProcessorIntel Core i5-10300HInternal memory12GB RAMVideo cardNVIDIA GeForce RTX 3050 (Laptop, 75W)Display15.6”, Full HD (1920 x 1080), 144 Hz, IPSSolid-state drive256GB SSD",https://laptopmedia.com/laptop-specs/acer-nitro-5-720/,Acer Nitro 5,Acer,Nitro5,Intel Core i5-10300H,8489,"NVIDIA GeForce RTX 3050 (Laptop, 75W)",256GB SSD,12GB,,15.6”, Full HD (1920 x 1080), 144 Hz,,"363.4 x 255 x 23.9 mm (14.31"" x 10.04"" x 0.94"")",,802.11ax,5.0,720p,,24.11.2021,$849.00,https://laptopmedia.com/review/acer-nitro-5-an515-55-review-can-it-handle-the-comet-lake-h-processors/,https://www.amazon.com/exec/obidos/ASIN/B09DKSPJWD?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,,,Fingerprint reader,7,73/100
278,"HP OMEN 15ProcessorAMD Ryzen 7 5800HInternal memory16GB RAMVideo cardNVIDIA GeForce RTX 3060 (Laptop)Display15.6”, Full HD (1920 x 1080), 144 Hz, IPSSolid-state drive512GB SSD",https://laptopmedia.com/laptop-specs/hp-omen-15-728/,HP OMEN 15,HP,OMEN15,AMD Ryzen 7 5800H,21156,NVIDIA GeForce RTX 3060 (Laptop),512GB SSD,16GB,"DDR4,3200MHz",15.6”, Full HD (1920 x 1080), 144 Hz,,"357.9 x 239.7 x 22.6 mm (14.09"" x 9.44"" x 0.89"")",2.0a,802.11ax,5.0,720p,2x Microphones,29.04.2021,,,,,"10, 100, 1000 Mbit/s",Fingerprint reader,9,63/100
279,"HP EliteBook 840 G9ProcessorIntel Core i5-1145G7Internal memory16GB RAMVideo cardIntel Iris Xe Graphics G7 (80EU)Display14.0”, WUXGA (1920 x 1200), IPSSolid-state drive2000GB SSD",https://laptopmedia.com/laptop-specs/hp-elitebook-840-g9-101/,HP EliteBook 840 G9,HP,EliteBook840G9,Intel Core i5-1145G7,9950,Intel Iris Xe Graphics G7 (80EU),2000GB SSD,16GB,,14.0”, WUXGA (1920 x 1200),, IPS,"316 x 224 x 19.2 mm (12.44"" x 8.82"" x 0.76"")",2.0,802.11ax,5.2,5MP,2x Microphones,05.05.2023,,,,,,Fingerprint reader,9,63/100
280,"Dell G16 7630ProcessorIntel Core i9-13900HXInternal memory64GB RAMVideo cardNVIDIA GeForce RTX 4070 (Laptop)Display16.0"", QHD (2560 x 1600), 165 Hz, IPSSolid-state drive2000GB SSD",https://laptopmedia.com/laptop-specs/dell-g16-7630-60/,Dell G16 7630,Dell,G167630,Intel Core i9-13900HX,44951,NVIDIA GeForce RTX 4070 (Laptop),2000GB SSD,64GB,,"16.0""", QHD (2560 x 1600), 165 Hz,,,2.1,802.11ax,5,720p,2x Microphones,17.08.2023,,,,,"10, 100, 1000 Mbit/s",Fingerprint reader,4,80/100
281,"Dell G15 5525ProcessorAMD Ryzen 5 6600HInternal memory8GB RAMVideo cardNVIDIA GeForce RTX 3050 (Laptop)Display15.6”, Full HD (1920 x 1080), 120 Hz, IPSSolid-state drive1000GB SSD",https://laptopmedia.com/laptop-specs/dell-g15-5525-104/,Dell G15 5525,Dell,G155525,AMD Ryzen 5 6600H,18976,NVIDIA GeForce RTX 3050 (Laptop),1000GB SSD,8GB,,15.6”, Full HD (1920 x 1080), 120 Hz,,3.2 Gen 1 (5 Gbps),2.1,802.11ax,5.2,720p,2x Microphones,22.08.2023,,,,,"10, 100, 1000 Mbit/s",Fingerprint reader,4,80/100
282,"HP Victus 15ProcessorIntel Core i5-12450HInternal memory16GB RAMVideo cardNVIDIA GeForce GTX 1650 (Laptop)Display15.6”, Full HD (1920 x 1080), 144 Hz, IPSSolid-state drive512GB SSD",https://laptopmedia.com/laptop-specs/hp-victus-15-562/,HP Victus 15,HP,Victus15,Intel Core i5-12450H,17762,NVIDIA GeForce GTX 1650 (Laptop),512GB SSD,16GB,,15.6”, Full HD (1920 x 1080), 144 Hz,,"357.88 x 255.01 x 23.5 mm (14.09"" x 10.04"" x 0.93"")",2.1,802.11ax,5.2,720p,2x Microphones,15.02.2023,$699.99,https://laptopmedia.com/review/hp-victus-15-15-fb0000-review-we-cracked-the-reason-for-the-low-price/,https://www.amazon.com/exec/obidos/ASIN/B0BVTB19CN?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,,"10, 100, 1000 Mbit/s",Fingerprint reader,9,63/100
283,"ASUS ROG Strix SCAR 15ProcessorIntel Core i9-12900HInternal memory32GB RAMVideo cardNVIDIA GeForce RTX 3080 Ti (Laptop, 150W)Display15.6”,  QHD (2560 x 1440), 240 Hz, IPSSolid-state drive2000GB SSD",https://laptopmedia.com/laptop-specs/asus-rog-strix-scar-15-1013/,ASUS ROG Strix SCAR 15,ASUS,ROGStrixSCAR15,Intel Core i9-12900H,28587,"NVIDIA GeForce RTX 3080 Ti (Laptop, 150W)",2000GB SSD,32GB,,15.6”,  QHD (2560 x 1440), 240 Hz,,,2.1,802.11ax,5.2,,1x Microphone,28.09.2023,,,,"354 xx 259 x 22.6 - 27.2 mm (13.94"" x 0.00"" x 10.20"")","10, 100, 1000, 2500 Mbit/s",Fingerprint reader,5,80/100
284,"ASUS ROG Zephyrus G14ProcessorAMD Ryzen 7 5800HSInternal memory40GB RAMVideo cardNVIDIA GeForce RTX 3060 (Laptop, 80W)Display14.0"", FHD (1920 x 1080), 144 Hz, IPSSolid-state drive1000GB SSD",https://laptopmedia.com/laptop-specs/asus-rog-zephyrus-g14-1053/,ASUS ROG Zephyrus G14,ASUS,ROGZephyrusG14,AMD Ryzen 7 5800HS,20364,"NVIDIA GeForce RTX 3060 (Laptop, 80W)",1000GB SSD,40GB,,"14.0""", Full HD (1920 x 1080), 144 Hz,,"324 x 222 x 17.9 ~ 19.9 mm (12.76"" x 8.74"" x 0.70"")",2.0b,802.11ax,5.0,,,27.09.2023,$1219.00,https://laptopmedia.com/review/asus-rog-zephyrus-g14-ga401-2021-quick-review-improved-cooling-and-better-hardware/,https://www.amazon.com/exec/obidos/ASIN/B0CDKNW34R?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,,,Fingerprint reader,5,80/100
285,"HP 15ProcessorIntel Core i5-1135G7Internal memory24GB RAMVideo cardIntel Iris Xe Graphics G7 (80EU)Display15.6”, Full HD (1920 x 1080), IPSSolid-state drive1000GB SSD",https://laptopmedia.com/laptop-specs/hp-15-17016/,HP 15,HP,15,Intel Core i5-1135G7,9901,Intel Iris Xe Graphics G7 (80EU),1000GB SSD,24GB,,15.6”, Full HD (1920 x 1080),, IPS,3.2 Gen 1 (5 Gbps),1.4b,802.11ax,5.2,720p,2x Microphones,27.09.2023,,,,,,Fingerprint reader,9,63/100
286,"Dell Inspiron 3520ProcessorIntel Core i3-1115G4Internal memory16GB RAMVideo cardIntel UHD Graphics Xe G4 (48EU)Display15.6”, Full HD (1920 x 1080), IPSHard drive1000GB HDDSolid-state drive128GB SSD",https://laptopmedia.com/laptop-specs/dell-inspiron-3520-440/,Dell Inspiron 3520,Dell,Inspiron3520,Intel Core i3-1115G4,6143,Intel UHD Graphics Xe G4 (48EU),128GB SSD + 1000GB HDD,16GB,,15.6”, Full HD (1920 x 1080),, IPS,2.0,1.4,802.11ax,5.2,720p / 1080p,2x Microphones,27.09.2023,,,,,,Fingerprint reader,4,80/100
287,"Dell Inspiron 3520ProcessorIntel Core i5-1135G7Internal memory16GB RAMVideo cardIntel Iris Xe Graphics G7 (80EU)Display15.6”, Full HD (1920 x 1080), 120 Hz, IPSSolid-state drive512GB SSD",https://laptopmedia.com/laptop-specs/dell-inspiron-3520-451/,Dell Inspiron 3520,Dell,Inspiron3520,Intel Core i5-1135G7,9901,Intel Iris Xe Graphics G7 (80EU),512GB SSD,16GB,,15.6”, Full HD (1920 x 1080), 120 Hz,,2.0,1.4,802.11ax,5.2,720p / 1080p,2x Microphones,27.09.2023,,,,,,Fingerprint reader,4,80/100
288,"MSI Sword 15ProcessorIntel Core i7-12650HInternal memory48GB RAMVideo cardNVIDIA GeForce RTX 3060 (Laptop, 105W)Display15.6”, Full HD (1920 x 1080), 144 Hz, IPSSolid-state drive1000GB SSD",https://laptopmedia.com/laptop-specs/msi-sword-15-1228/,MSI Sword 15,MSI,Sword15,Intel Core i7-12650H,23461,"NVIDIA GeForce RTX 3060 (Laptop, 105W)",1000GB SSD,48GB,,15.6”, Full HD (1920 x 1080), 144 Hz,,2.0,,802.11ax,5.2,720p,,28.09.2023,,,,,"10, 100, 1000 Mbit/s",Fingerprint reader,10,44/100
289,"Lenovo ThinkPad P16 Gen 1ProcessorIntel Core i7-12800HXInternal memory64GB RAMVideo cardNVIDIA RTX A1000 (Laptop)Display16.0”, WQUXGA (3840 x 2400), IPSSolid-state drive4000GB SSD",https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p16-gen-1-125/,Lenovo ThinkPad P16 Gen 1,Lenovo,ThinkPadP16Gen1,Intel Core i7-12800HX,32714,NVIDIA RTX A1000 (Laptop),4000GB SSD,64GB,,16.0”, WQUXGA (3840 x 2400),, IPS,"364 x 266 x 30.23 mm (14.33"" x 10.47"" x 1.19"")",,802.11ax,5.1,1080p,2x Microphones,29.09.2023,,,,,,Fingerprint reader,3,85/100
290,"HP 14ProcessorAMD Ryzen 3 5300UInternal memory16GB RAMVideo cardAMD Radeon RX Vega 6 (R4000/5000, 15W)Display14.0”, HD (1366 x 768), TNSolid-state drive512GB SSD",https://laptopmedia.com/laptop-specs/hp-14-6391/,HP 14,HP,14,AMD Ryzen 3 5300U,9712,"AMD Radeon RX Vega 6 (R4000/5000, 15W)",512GB SSD,16GB,,14.0”, HD (1366 x 768),, TN,3.2 Gen 1 (5 Gbps),1.4b,802.11b/g/n,4.2,720p,2x Microphones,28.09.2023,,,,,,Fingerprint reader,9,63/100
291,"Lenovo IdeaPad 3i 15ProcessorIntel Core i5-1235UInternal memory8GB RAMVideo cardIntel Iris Xe Graphics G7 (80EU)Display15.6”, Full HD (1920 x 1080), IPSSolid-state drive256GB SSD",https://laptopmedia.com/laptop-specs/lenovo-ideapad-3i-15-1360/,Lenovo IdeaPad 3i 15,Lenovo,IdeaPad3i15,Intel Core i5-1235U,13600,Intel Iris Xe Graphics G7 (80EU),256GB SSD,8GB,,15.6”, Full HD (1920 x 1080),, IPS,"359.2 x 236.5 x 19.9 mm (14.14"" x 9.31"" x 0.78"")",1.4b,802.11ax,5.1,720p,2x Microphones,13.08.2023,,,,,,Fingerprint reader,3,85/100
292,"ASUS TUF Dash F15ProcessorIntel Core i7-11370HInternal memory16GB RAMVideo cardNVIDIA GeForce RTX 3050 Ti (Laptop, 75W)Display15.6”, Full HD (1920 x 1080), 144 Hz, IPSSolid-state drive2000GB SSD",https://laptopmedia.com/laptop-specs/asus-tuf-dash-f15-1384/,ASUS TUF Dash F15,ASUS,TUFDashF15,Intel Core i7-11370H,11773,"NVIDIA GeForce RTX 3050 Ti (Laptop, 75W)",2000GB SSD,16GB,,15.6”, Full HD (1920 x 1080), 144 Hz,,"360 x 252 x 19.9 mm (14.17"" x 9.92"" x 0.78"")",2.0b,802.11ax,5.1,,1x Microphone,25.09.2023,,,,,"10, 100, 1000 Mbit/s",Fingerprint reader,5,80/100
293,"LG gram 16ProcessorIntel Core i7-1360PInternal memory32GB RAMVideo cardNVIDIA GeForce RTX 3050 (Laptop)Display16.0"", WQXGA (2560 x 1600), IPSSolid-state drive1000GB SSD",https://laptopmedia.com/laptop-specs/lg-gram-16-445/,LG gram 16,LG,gram16,Intel Core i7-1360P,19277,NVIDIA GeForce RTX 3050 (Laptop),1000GB SSD,32GB,,"16.0""", WQXGA (2560 x 1600),, IPS,3.2 Gen 1 (5 Gbps),,802.11ax,5.2,1080p,2x Microphones,25.09.2023,,,,,,Fingerprint reader,,
294,"MSI Sword 15ProcessorIntel Core i7-12650HInternal memory64GB RAMVideo cardNVIDIA GeForce RTX 3070 Ti (Laptop, 105W)Display15.6”, Full HD (1920 x 1080), 144 Hz, IPSSolid-state drive2000GB SSD",https://laptopmedia.com/laptop-specs/msi-sword-15-1213/,MSI Sword 15,MSI,Sword15,Intel Core i7-12650H,23461,"NVIDIA GeForce RTX 3070 Ti (Laptop, 105W)",2000GB SSD,64GB,,15.6”, Full HD (1920 x 1080), 144 Hz,,2.0,,802.11ax,5.2,720p,,26.09.2023,,,,,"10, 100, 1000 Mbit/s",Fingerprint reader,10,44/100
295,"HP ENVY x360 15ProcessorAMD Ryzen 5 5500UInternal memory12GB RAMVideo cardAMD Radeon RX Vega 7 (R4000/5000, 15W)Display15.6”, Full HD (1920 x 1080), IPSSolid-state drive512GB SSD",https://laptopmedia.com/laptop-specs/hp-envy-x360-15-4946/,HP ENVY x360 15,HP,ENVYx36015,AMD Ryzen 5 5500U,13159,"AMD Radeon RX Vega 7 (R4000/5000, 15W)",512GB SSD,12GB,,15.6”, Full HD (1920 x 1080),, IPS,"358.9 x 228 x 18.4 mm (14.13"" x 8.98"" x 0.72"")",2.0b,802.11ax,5.0,720p,2x Microphones,22.09.2023,,,,,,Fingerprint reader,9,63/100
